"","seqnames1","start1","end1","node.class1","seqnames2","start2","end2","node.class2","counts","name","interaction.type"
"1811","chr15",78869747,78880707,"promoter","chr15",79308485,79313676,"promoter",9.85603463288243e-08,"chr15:78869747-78880707_chr15:79308485-79313676","pp"
"1812","chr15",78869747,78880707,"promoter","chr15",80057615,80065570,"promoter",2.22044604925031e-15,"chr15:78869747-78880707_chr15:80057615-80065570","pp"
"1813","chr15",78869747,78880707,"promoter","chr15",80067393,80081433,"promoter",1.99840144432528e-15,"chr15:78869747-78880707_chr15:80067393-80081433","pp"
"1814","chr15",78869747,78880707,"promoter","chr15",80150144,80155739,"promoter",4.05456771757073e-06,"chr15:78869747-78880707_chr15:80150144-80155739","pp"
"1815","chr15",79088499,79092825,"promoter","chr15",79308485,79313676,"promoter",1.36981740062048e-06,"chr15:79088499-79092825_chr15:79308485-79313676","pp"
"1816","chr15",79308485,79313676,"promoter","chr15",79430420,79433989,"promoter",0,"chr15:79308485-79313676_chr15:79430420-79433989","pp"
"1817","chr15",79308485,79313676,"promoter","chr15",80067393,80081433,"promoter",1.11459365494948e-05,"chr15:79308485-79313676_chr15:80067393-80081433","pp"
"1818","chr15",79308485,79313676,"promoter","chr15",80150144,80155739,"promoter",1.43479721437245e-08,"chr15:79308485-79313676_chr15:80150144-80155739","pp"
"1819","chr15",79308485,79313676,"promoter","chr15",80245065,80253917,"promoter",0,"chr15:79308485-79313676_chr15:80245065-80253917","pp"
"1820","chr15",79430420,79433989,"promoter","chr15",80057615,80065570,"promoter",0,"chr15:79430420-79433989_chr15:80057615-80065570","pp"
"1821","chr15",79430420,79433989,"promoter","chr15",80067393,80081433,"promoter",2.87499124507207e-08,"chr15:79430420-79433989_chr15:80067393-80081433","pp"
"1822","chr15",79894764,79898613,"promoter","chr15",80067393,80081433,"promoter",0,"chr15:79894764-79898613_chr15:80067393-80081433","pp"
"1823","chr15",79894764,79898613,"promoter","chr15",80150144,80155739,"promoter",0,"chr15:79894764-79898613_chr15:80150144-80155739","pp"
"1824","chr15",79894764,79898613,"promoter","chr15",80245065,80253917,"promoter",0,"chr15:79894764-79898613_chr15:80245065-80253917","pp"
"1825","chr15",79913836,79930749,"promoter","chr15",80022260,80037432,"distal",0,"chr15:79913836-79930749_chr15:80022260-80037432","pe"
"1826","chr15",79913836,79930749,"promoter","chr15",80067393,80081433,"promoter",0,"chr15:79913836-79930749_chr15:80067393-80081433","pp"
"1827","chr15",79913836,79930749,"promoter","chr15",80998142,81006178,"promoter",5.50448273894943e-06,"chr15:79913836-79930749_chr15:80998142-81006178","pp"
"1828","chr15",80022260,80037432,"distal","chr15",80057615,80065570,"promoter",3.34177130412172e-13,"chr15:80022260-80037432_chr15:80057615-80065570","pe"
"1829","chr15",80022260,80037432,"distal","chr15",80150144,80155739,"promoter",1.98949399177195e-08,"chr15:80022260-80037432_chr15:80150144-80155739","pe"
"1830","chr15",80022260,80037432,"distal","chr15",80776530,80783962,"promoter",1.78517158833102e-08,"chr15:80022260-80037432_chr15:80776530-80783962","pe"
"1831","chr15",80057615,80065570,"promoter","chr15",80245065,80253917,"promoter",0,"chr15:80057615-80065570_chr15:80245065-80253917","pp"
"1832","chr15",80057615,80065570,"promoter","chr15",80401693,80408147,"promoter",0,"chr15:80057615-80065570_chr15:80401693-80408147","pp"
"1833","chr15",80057615,80065570,"promoter","chr15",80776530,80783962,"promoter",2.53130849614536e-14,"chr15:80057615-80065570_chr15:80776530-80783962","pp"
"1834","chr15",80067393,80081433,"promoter","chr15",80150144,80155739,"promoter",0,"chr15:80067393-80081433_chr15:80150144-80155739","pp"
"1835","chr15",80067393,80081433,"promoter","chr15",80401693,80408147,"promoter",0,"chr15:80067393-80081433_chr15:80401693-80408147","pp"
"1836","chr15",80067393,80081433,"promoter","chr15",80692613,80705240,"promoter",1.63493265542547e-05,"chr15:80067393-80081433_chr15:80692613-80705240","pp"
"1837","chr15",80067393,80081433,"promoter","chr15",80776530,80783962,"promoter",2.14375487361806e-08,"chr15:80067393-80081433_chr15:80776530-80783962","pp"
"1838","chr15",80067393,80081433,"promoter","chr15",82041740,82049861,"promoter",1.03143715790566e-09,"chr15:80067393-80081433_chr15:82041740-82049861","pp"
"1839","chr15",80150144,80155739,"promoter","chr15",80401693,80408147,"promoter",0,"chr15:80150144-80155739_chr15:80401693-80408147","pp"
"1840","chr15",80150144,80155739,"promoter","chr15",80692613,80705240,"promoter",4.99187869928974e-08,"chr15:80150144-80155739_chr15:80692613-80705240","pp"
"1841","chr15",80150144,80155739,"promoter","chr15",80776530,80783962,"promoter",3.20122421904045e-08,"chr15:80150144-80155739_chr15:80776530-80783962","pp"
"1842","chr15",80245065,80253917,"promoter","chr15",80401693,80408147,"promoter",0,"chr15:80245065-80253917_chr15:80401693-80408147","pp"
"1843","chr15",80245065,80253917,"promoter","chr15",80986711,80991787,"promoter",1.93723108665722e-08,"chr15:80245065-80253917_chr15:80986711-80991787","pp"
"1844","chr15",80378287,80382194,"gene.body","chr15",80401693,80408147,"promoter",0,"chr15:80378287-80382194_chr15:80401693-80408147","pe"
"1845","chr15",80378287,80382194,"gene.body","chr15",80692613,80705240,"promoter",7.50238086987265e-05,"chr15:80378287-80382194_chr15:80692613-80705240","pe"
"1846","chr15",80401693,80408147,"promoter","chr15",80776530,80783962,"promoter",0,"chr15:80401693-80408147_chr15:80776530-80783962","pp"
"1847","chr15",80401693,80408147,"promoter","chr15",80998142,81006178,"promoter",0,"chr15:80401693-80408147_chr15:80998142-81006178","pp"
"1848","chr15",80401693,80408147,"promoter","chr15",81322216,81326168,"promoter",1.07305275776071e-11,"chr15:80401693-80408147_chr15:81322216-81326168","pp"
"1849","chr15",80604631,80610276,"distal","chr15",80692613,80705240,"promoter",5.1925438615541e-08,"chr15:80604631-80610276_chr15:80692613-80705240","pe"
"1850","chr15",80604631,80610276,"distal","chr15",80998142,81006178,"promoter",5.83089132533132e-13,"chr15:80604631-80610276_chr15:80998142-81006178","pe"
"1851","chr15",80692613,80705240,"promoter","chr15",80986711,80991787,"promoter",0,"chr15:80692613-80705240_chr15:80986711-80991787","pp"
"1852","chr15",80692613,80705240,"promoter","chr15",81322216,81326168,"promoter",5.10702591327572e-14,"chr15:80692613-80705240_chr15:81322216-81326168","pp"
"1853","chr15",80692613,80705240,"promoter","chr15",82041740,82049861,"promoter",3.26279003814989e-09,"chr15:80692613-80705240_chr15:82041740-82049861","pp"
"1854","chr15",80776530,80783962,"promoter","chr15",80986711,80991787,"promoter",0,"chr15:80776530-80783962_chr15:80986711-80991787","pp"
"1855","chr15",80776530,80783962,"promoter","chr15",80998142,81006178,"promoter",0,"chr15:80776530-80783962_chr15:80998142-81006178","pp"
"1856","chr15",80776530,80783962,"promoter","chr15",81263021,81274379,"gene.body",1.3021561606763e-10,"chr15:80776530-80783962_chr15:81263021-81274379","pe"
"1857","chr15",80838223,80847492,"promoter","chr15",80998142,81006178,"promoter",7.66041943989215e-06,"chr15:80838223-80847492_chr15:80998142-81006178","pp"
"1858","chr15",80986711,80991787,"promoter","chr15",81322216,81326168,"promoter",0,"chr15:80986711-80991787_chr15:81322216-81326168","pp"
"1859","chr15",80986711,80991787,"promoter","chr15",82041740,82049861,"promoter",0,"chr15:80986711-80991787_chr15:82041740-82049861","pp"
"1860","chr15",80986711,80991787,"promoter","chr15",82259847,82264734,"promoter",1.66533453693773e-15,"chr15:80986711-80991787_chr15:82259847-82264734","pp"
"1861","chr15",80986711,80991787,"promoter","chr15",82747973,82753319,"promoter",1.44343448305051e-09,"chr15:80986711-80991787_chr15:82747973-82753319","pp"
"1862","chr15",80998142,81006178,"promoter","chr15",81132362,81136398,"promoter",3.66373598126302e-15,"chr15:80998142-81006178_chr15:81132362-81136398","pp"
"1863","chr15",80998142,81006178,"promoter","chr15",81263021,81274379,"gene.body",0,"chr15:80998142-81006178_chr15:81263021-81274379","pe"
"1864","chr15",81132362,81136398,"promoter","chr15",81263021,81274379,"gene.body",5.32539989883674e-09,"chr15:81132362-81136398_chr15:81263021-81274379","pe"
"1865","chr15",81132362,81136398,"promoter","chr15",82259847,82264734,"promoter",5.45635055781979e-06,"chr15:81132362-81136398_chr15:82259847-82264734","pp"
"1866","chr15",81263021,81274379,"gene.body","chr15",82041740,82049861,"promoter",1.93178806284777e-14,"chr15:81263021-81274379_chr15:82041740-82049861","pe"
"1867","chr15",81263021,81274379,"gene.body","chr15",82259847,82264734,"promoter",6.96064168703714e-06,"chr15:81263021-81274379_chr15:82259847-82264734","pe"
"1868","chr15",81876129,81879664,"gene.body","chr15",82041740,82049861,"promoter",4.43053844723096e-08,"chr15:81876129-81879664_chr15:82041740-82049861","pe"
"1869","chr15",82041740,82049861,"promoter","chr15",82259847,82264734,"promoter",0,"chr15:82041740-82049861_chr15:82259847-82264734","pp"
"1870","chr15",82041740,82049861,"promoter","chr15",82642839,82651135,"promoter",1.78189574743248e-05,"chr15:82041740-82049861_chr15:82642839-82651135","pp"
"1871","chr15",82041740,82049861,"promoter","chr15",83199619,83211557,"promoter",0,"chr15:82041740-82049861_chr15:83199619-83211557","pp"
"1872","chr15",82259847,82264734,"promoter","chr15",82642839,82651135,"promoter",7.17315096210314e-13,"chr15:82259847-82264734_chr15:82642839-82651135","pp"
"1873","chr15",82259847,82264734,"promoter","chr15",82831052,82838020,"terminator",6.46700470952055e-11,"chr15:82259847-82264734_chr15:82831052-82838020","pe"
"1874","chr15",82259847,82264734,"promoter","chr15",83009001,83015855,"promoter",0,"chr15:82259847-82264734_chr15:83009001-83015855","pp"
"1875","chr15",82259847,82264734,"promoter","chr15",83199619,83211557,"promoter",7.7715611723761e-15,"chr15:82259847-82264734_chr15:83199619-83211557","pp"
"1876","chr15",82259847,82264734,"promoter","chr15",83362871,83374563,"distal",5.60984533626296e-06,"chr15:82259847-82264734_chr15:83362871-83374563","pe"
"1877","chr15",82352543,82357520,"distal","chr15",82984057,82989071,"promoter",1.67704255097378e-05,"chr15:82352543-82357520_chr15:82984057-82989071","pe"
"1878","chr15",82352543,82357520,"distal","chr15",82996928,83004572,"terminator",1.60949259065957e-05,"chr15:82352543-82357520_chr15:82996928-83004572","others"
"1879","chr15",82352543,82357520,"distal","chr15",83009001,83015855,"promoter",0,"chr15:82352543-82357520_chr15:83009001-83015855","pe"
"1880","chr15",82352543,82357520,"distal","chr15",83060223,83069299,"promoter",2.75406364380615e-11,"chr15:82352543-82357520_chr15:83060223-83069299","pe"
"1881","chr15",82439191,82450069,"distal","chr15",84417396,84423517,"promoter",1.66817294289245e-06,"chr15:82439191-82450069_chr15:84417396-84423517","pe"
"1882","chr15",82642839,82651135,"promoter","chr15",82747973,82753319,"promoter",0,"chr15:82642839-82651135_chr15:82747973-82753319","pp"
"1883","chr15",82642839,82651135,"promoter","chr15",82807837,82814184,"promoter",0,"chr15:82642839-82651135_chr15:82807837-82814184","pp"
"1884","chr15",82642839,82651135,"promoter","chr15",82831052,82838020,"terminator",4.16777723444284e-13,"chr15:82642839-82651135_chr15:82831052-82838020","pe"
"1885","chr15",82642839,82651135,"promoter","chr15",82996928,83004572,"terminator",0,"chr15:82642839-82651135_chr15:82996928-83004572","pe"
"1886","chr15",82706963,82719280,"promoter","chr15",82807837,82814184,"promoter",0,"chr15:82706963-82719280_chr15:82807837-82814184","pp"
"1887","chr15",82706963,82719280,"promoter","chr15",82831052,82838020,"terminator",3.61599639120413e-12,"chr15:82706963-82719280_chr15:82831052-82838020","pe"
"1888","chr15",82706963,82719280,"promoter","chr15",82984057,82989071,"promoter",0,"chr15:82706963-82719280_chr15:82984057-82989071","pp"
"1889","chr15",82706963,82719280,"promoter","chr15",82996928,83004572,"terminator",0,"chr15:82706963-82719280_chr15:82996928-83004572","pe"
"1890","chr15",82706963,82719280,"promoter","chr15",83009001,83015855,"promoter",0,"chr15:82706963-82719280_chr15:83009001-83015855","pp"
"1891","chr15",82706963,82719280,"promoter","chr15",83199619,83211557,"promoter",7.08833927109964e-08,"chr15:82706963-82719280_chr15:83199619-83211557","pp"
"1892","chr15",82706963,82719280,"promoter","chr15",84077969,84083981,"distal",3.2614425604649e-09,"chr15:82706963-82719280_chr15:84077969-84083981","pe"
"1893","chr15",82706963,82719280,"promoter","chr15",84417396,84423517,"promoter",2.25014510468746e-06,"chr15:82706963-82719280_chr15:84417396-84423517","pp"
"1894","chr15",82706963,82719280,"promoter","chr15",84568341,84572102,"distal",1.91178950148529e-06,"chr15:82706963-82719280_chr15:84568341-84572102","pe"
"1895","chr15",82747973,82753319,"promoter","chr15",82831052,82838020,"terminator",0.00139066067286431,"chr15:82747973-82753319_chr15:82831052-82838020","pe"
"1896","chr15",82747973,82753319,"promoter","chr15",82934436,82954315,"promoter",0,"chr15:82747973-82753319_chr15:82934436-82954315","pp"
"1897","chr15",82747973,82753319,"promoter","chr15",82984057,82989071,"promoter",0,"chr15:82747973-82753319_chr15:82984057-82989071","pp"
"1898","chr15",82747973,82753319,"promoter","chr15",83009001,83015855,"promoter",0,"chr15:82747973-82753319_chr15:83009001-83015855","pp"
"1899","chr15",82747973,82753319,"promoter","chr15",83060223,83069299,"promoter",0,"chr15:82747973-82753319_chr15:83060223-83069299","pp"
"1900","chr15",82747973,82753319,"promoter","chr15",83199619,83211557,"promoter",0,"chr15:82747973-82753319_chr15:83199619-83211557","pp"
"1901","chr15",82807837,82814184,"promoter","chr15",82831052,82838020,"terminator",2.54973819835413e-11,"chr15:82807837-82814184_chr15:82831052-82838020","pe"
"1902","chr15",82807837,82814184,"promoter","chr15",82934436,82954315,"promoter",0,"chr15:82807837-82814184_chr15:82934436-82954315","pp"
"1903","chr15",82807837,82814184,"promoter","chr15",82984057,82989071,"promoter",0,"chr15:82807837-82814184_chr15:82984057-82989071","pp"
"1904","chr15",82807837,82814184,"promoter","chr15",82996928,83004572,"terminator",0,"chr15:82807837-82814184_chr15:82996928-83004572","pe"
"1905","chr15",82807837,82814184,"promoter","chr15",83199619,83211557,"promoter",3.78667319722581e-10,"chr15:82807837-82814184_chr15:83199619-83211557","pp"
"1906","chr15",82831052,82838020,"terminator","chr15",82934436,82954315,"promoter",0,"chr15:82831052-82838020_chr15:82934436-82954315","pe"
"1907","chr15",82831052,82838020,"terminator","chr15",82984057,82989071,"promoter",0,"chr15:82831052-82838020_chr15:82984057-82989071","pe"
"1908","chr15",82831052,82838020,"terminator","chr15",83060223,83069299,"promoter",5.73985303731206e-14,"chr15:82831052-82838020_chr15:83060223-83069299","pe"
"1909","chr15",82831052,82838020,"terminator","chr15",83199619,83211557,"promoter",8.71303029725823e-13,"chr15:82831052-82838020_chr15:83199619-83211557","pe"
"1910","chr15",82934436,82954315,"promoter","chr15",82996928,83004572,"terminator",3.62939564846343e-07,"chr15:82934436-82954315_chr15:82996928-83004572","pe"
"1911","chr15",82934436,82954315,"promoter","chr15",83009001,83015855,"promoter",2.1476154188349e-11,"chr15:82934436-82954315_chr15:83009001-83015855","pp"
"1912","chr15",82934436,82954315,"promoter","chr15",83060223,83069299,"promoter",0,"chr15:82934436-82954315_chr15:83060223-83069299","pp"
"1913","chr15",82934436,82954315,"promoter","chr15",83199619,83211557,"promoter",0,"chr15:82934436-82954315_chr15:83199619-83211557","pp"
"1914","chr15",82984057,82989071,"promoter","chr15",82996928,83004572,"terminator",0,"chr15:82984057-82989071_chr15:82996928-83004572","pe"
"1915","chr15",82984057,82989071,"promoter","chr15",84629630,84637973,"distal",1.81164472312645e-09,"chr15:82984057-82989071_chr15:84629630-84637973","pe"
"1916","chr15",82996928,83004572,"terminator","chr15",83009001,83015855,"promoter",0,"chr15:82996928-83004572_chr15:83009001-83015855","pe"
"1917","chr15",82996928,83004572,"terminator","chr15",83060223,83069299,"promoter",0.000368694291357774,"chr15:82996928-83004572_chr15:83060223-83069299","pe"
"1918","chr15",83009001,83015855,"promoter","chr15",83445581,83449782,"distal",1.01447096723106e-07,"chr15:83009001-83015855_chr15:83445581-83449782","pe"
"1919","chr15",83009001,83015855,"promoter","chr15",84650872,84660084,"distal",2.4678338617079e-06,"chr15:83009001-83015855_chr15:84650872-84660084","pe"
"1920","chr15",83009001,83015855,"promoter","chr15",84711059,84719521,"promoter",2.32058381499645e-06,"chr15:83009001-83015855_chr15:84711059-84719521","pp"
"1921","chr15",83060223,83069299,"promoter","chr15",83247289,83251078,"distal",0,"chr15:83060223-83069299_chr15:83247289-83251078","pe"
"1922","chr15",83060223,83069299,"promoter","chr15",83445581,83449782,"distal",4.71971413055217e-05,"chr15:83060223-83069299_chr15:83445581-83449782","pe"
"1923","chr15",83060223,83069299,"promoter","chr15",84650872,84660084,"distal",2.60650845795851e-06,"chr15:83060223-83069299_chr15:84650872-84660084","pe"
"1924","chr15",83104190,83109821,"promoter","chr15",83199619,83211557,"promoter",2.74309409564744e-06,"chr15:83104190-83109821_chr15:83199619-83211557","pp"
"1925","chr15",83199619,83211557,"promoter","chr15",83445581,83449782,"distal",1.11022302462516e-16,"chr15:83199619-83211557_chr15:83445581-83449782","pe"
"1926","chr15",83199619,83211557,"promoter","chr15",84745538,84754240,"promoter",2.18742468582889e-09,"chr15:83199619-83211557_chr15:84745538-84754240","pp"
"1927","chr15",83247289,83251078,"distal","chr15",83362871,83374563,"distal",0.000104571663712583,"chr15:83247289-83251078_chr15:83362871-83374563","ee"
"1928","chr15",84077969,84083981,"distal","chr15",84745538,84754240,"promoter",1.43168611206335e-05,"chr15:84077969-84083981_chr15:84745538-84754240","pe"
"1929","chr15",84170578,84177405,"promoter","chr15",84496155,84502267,"distal",0,"chr15:84170578-84177405_chr15:84496155-84502267","pe"
"1930","chr15",84170578,84177405,"promoter","chr15",84568341,84572102,"distal",3.07935676957527e-10,"chr15:84170578-84177405_chr15:84568341-84572102","pe"
"1931","chr15",84568341,84572102,"distal","chr15",84587124,84589314,"distal",8.14648987379485e-07,"chr15:84568341-84572102_chr15:84587124-84589314","ee"
"1932","chr15",84568341,84572102,"distal","chr15",84599306,84602962,"distal",5.06596209426391e-09,"chr15:84568341-84572102_chr15:84599306-84602962","ee"
"1933","chr15",84568341,84572102,"distal","chr15",84650872,84660084,"distal",1.05437880648651e-12,"chr15:84568341-84572102_chr15:84650872-84660084","ee"
"1934","chr15",84568341,84572102,"distal","chr15",84745538,84754240,"promoter",0,"chr15:84568341-84572102_chr15:84745538-84754240","pe"
"1935","chr15",84568341,84572102,"distal","chr15",84977810,84987991,"promoter",0,"chr15:84568341-84572102_chr15:84977810-84987991","pe"
"1936","chr15",84568341,84572102,"distal","chr15",85167699,85176527,"distal",6.3504757008559e-14,"chr15:84568341-84572102_chr15:85167699-85176527","ee"
"1937","chr15",84568341,84572102,"distal","chr15",85229544,85238584,"promoter",3.47840645176234e-11,"chr15:84568341-84572102_chr15:85229544-85238584","pe"
"1938","chr15",84568341,84572102,"distal","chr15",85378393,85384627,"promoter",1.37667655053519e-14,"chr15:84568341-84572102_chr15:85378393-85384627","pe"
"1939","chr15",84587124,84589314,"distal","chr15",84599306,84602962,"distal",2.33169039631775e-12,"chr15:84587124-84589314_chr15:84599306-84602962","ee"
"1940","chr15",84587124,84589314,"distal","chr15",84629630,84637973,"distal",1.27032651064951e-09,"chr15:84587124-84589314_chr15:84629630-84637973","ee"
"1941","chr15",84587124,84589314,"distal","chr15",84650872,84660084,"distal",8.79586636568508e-05,"chr15:84587124-84589314_chr15:84650872-84660084","ee"
"1942","chr15",84587124,84589314,"distal","chr15",84711059,84719521,"promoter",0,"chr15:84587124-84589314_chr15:84711059-84719521","pe"
"1943","chr15",84587124,84589314,"distal","chr15",84745538,84754240,"promoter",0,"chr15:84587124-84589314_chr15:84745538-84754240","pe"
"1944","chr15",84587124,84589314,"distal","chr15",84977810,84987991,"promoter",0,"chr15:84587124-84589314_chr15:84977810-84987991","pe"
"1945","chr15",84599306,84602962,"distal","chr15",84745538,84754240,"promoter",0,"chr15:84599306-84602962_chr15:84745538-84754240","pe"
"1946","chr15",84599306,84602962,"distal","chr15",84977810,84987991,"promoter",0,"chr15:84599306-84602962_chr15:84977810-84987991","pe"
"1947","chr15",84599306,84602962,"distal","chr15",85327817,85333643,"distal",2.64233079860787e-14,"chr15:84599306-84602962_chr15:85327817-85333643","ee"
"1948","chr15",84629630,84637973,"distal","chr15",84977810,84987991,"promoter",0,"chr15:84629630-84637973_chr15:84977810-84987991","pe"
"1949","chr15",84650872,84660084,"distal","chr15",85378393,85384627,"promoter",0,"chr15:84650872-84660084_chr15:85378393-85384627","pe"
"1950","chr15",84650872,84660084,"distal","chr15",85410759,85416001,"gene.body",1.82535128123718e-08,"chr15:84650872-84660084_chr15:85410759-85416001","others"
"1951","chr15",84711059,84719521,"promoter","chr15",84977810,84987991,"promoter",0,"chr15:84711059-84719521_chr15:84977810-84987991","pp"
"1952","chr15",84711059,84719521,"promoter","chr15",85229544,85238584,"promoter",2.22044604925031e-16,"chr15:84711059-84719521_chr15:85229544-85238584","pp"
"1953","chr15",84711059,84719521,"promoter","chr15",85296223,85298096,"distal",2.01849097227758e-05,"chr15:84711059-84719521_chr15:85296223-85298096","pe"
"1954","chr15",84711059,84719521,"promoter","chr15",85410759,85416001,"gene.body",1.36445868801349e-05,"chr15:84711059-84719521_chr15:85410759-85416001","pe"
"1955","chr15",84711059,84719521,"promoter","chr15",85746710,85753539,"terminator",6.13755779022007e-06,"chr15:84711059-84719521_chr15:85746710-85753539","pe"
"1956","chr15",84711059,84719521,"promoter","chr15",85790769,85800492,"promoter",6.14536332932403e-09,"chr15:84711059-84719521_chr15:85790769-85800492","pp"
"1957","chr15",84745538,84754240,"promoter","chr15",85229544,85238584,"promoter",6.84665428796194e-08,"chr15:84745538-84754240_chr15:85229544-85238584","pp"
"1958","chr15",84745538,84754240,"promoter","chr15",85378393,85384627,"promoter",1.58730302330934e-05,"chr15:84745538-84754240_chr15:85378393-85384627","pp"
"1959","chr15",84745538,84754240,"promoter","chr15",85616859,85625251,"promoter",8.44993811566219e-06,"chr15:84745538-84754240_chr15:85616859-85625251","pp"
"1960","chr15",84954785,84957183,"distal","chr15",84977810,84987991,"promoter",0.000176524793881638,"chr15:84954785-84957183_chr15:84977810-84987991","pe"
"1961","chr15",84977810,84987991,"promoter","chr15",85161376,85165154,"distal",0.000385790468601543,"chr15:84977810-84987991_chr15:85161376-85165154","pe"
"1962","chr15",84977810,84987991,"promoter","chr15",85167699,85176527,"distal",2.92654244749002e-06,"chr15:84977810-84987991_chr15:85167699-85176527","pe"
"1963","chr15",84977810,84987991,"promoter","chr15",85327817,85333643,"distal",2.19208440288554e-07,"chr15:84977810-84987991_chr15:85327817-85333643","pe"
"1964","chr15",84977810,84987991,"promoter","chr15",85410759,85416001,"gene.body",4.2676973066591e-13,"chr15:84977810-84987991_chr15:85410759-85416001","pe"
"1965","chr15",84977810,84987991,"promoter","chr15",85754600,85789942,"promoter",1.79671504341172e-08,"chr15:84977810-84987991_chr15:85754600-85789942","pp"
"1966","chr15",84977810,84987991,"promoter","chr15",85790769,85800492,"promoter",9.73957040772966e-06,"chr15:84977810-84987991_chr15:85790769-85800492","pp"
"1967","chr15",84977810,84987991,"promoter","chr15",85853293,85856145,"distal",1.16605561872873e-08,"chr15:84977810-84987991_chr15:85853293-85856145","pe"
"1968","chr15",85229544,85238584,"promoter","chr15",85327817,85333643,"distal",1.69970422436716e-06,"chr15:85229544-85238584_chr15:85327817-85333643","pe"
"1969","chr15",85229544,85238584,"promoter","chr15",85378393,85384627,"promoter",1.19089593741961e-09,"chr15:85229544-85238584_chr15:85378393-85384627","pp"
"1970","chr15",85296223,85298096,"distal","chr15",85327817,85333643,"distal",9.48210846507536e-08,"chr15:85296223-85298096_chr15:85327817-85333643","ee"
"1971","chr15",85296223,85298096,"distal","chr15",85378393,85384627,"promoter",6.75807261314443e-05,"chr15:85296223-85298096_chr15:85378393-85384627","pe"
"1972","chr15",85296223,85298096,"distal","chr15",85410759,85416001,"gene.body",0,"chr15:85296223-85298096_chr15:85410759-85416001","others"
"1973","chr15",85296223,85298096,"distal","chr15",85574280,85586294,"promoter",1.67480618262772e-09,"chr15:85296223-85298096_chr15:85574280-85586294","pe"
"1974","chr15",85296223,85298096,"distal","chr15",85705986,85708862,"promoter",2.82258105777089e-10,"chr15:85296223-85298096_chr15:85705986-85708862","pe"
"1975","chr15",85296223,85298096,"distal","chr15",85740174,85744867,"terminator",3.42499069125868e-05,"chr15:85296223-85298096_chr15:85740174-85744867","others"
"1976","chr15",85296223,85298096,"distal","chr15",85746710,85753539,"terminator",4.44089209850063e-16,"chr15:85296223-85298096_chr15:85746710-85753539","others"
"1977","chr15",85296223,85298096,"distal","chr15",85790769,85800492,"promoter",0,"chr15:85296223-85298096_chr15:85790769-85800492","pe"
"1978","chr15",85310425,85313205,"distal","chr15",85746710,85753539,"terminator",3.52258408300443e-05,"chr15:85310425-85313205_chr15:85746710-85753539","others"
"1979","chr15",85310425,85313205,"distal","chr15",85790769,85800492,"promoter",2.78642751918579e-05,"chr15:85310425-85313205_chr15:85790769-85800492","pe"
"1980","chr15",85327817,85333643,"distal","chr15",85378393,85384627,"promoter",0,"chr15:85327817-85333643_chr15:85378393-85384627","pe"
"1981","chr15",85327817,85333643,"distal","chr15",85410759,85416001,"gene.body",1.28777655206136e-09,"chr15:85327817-85333643_chr15:85410759-85416001","others"
"1982","chr15",85327817,85333643,"distal","chr15",85746710,85753539,"terminator",0,"chr15:85327817-85333643_chr15:85746710-85753539","others"
"1983","chr15",85327817,85333643,"distal","chr15",85790769,85800492,"promoter",0,"chr15:85327817-85333643_chr15:85790769-85800492","pe"
"1984","chr15",85327817,85333643,"distal","chr15",85839421,85841736,"distal",2.50600661892975e-05,"chr15:85327817-85333643_chr15:85839421-85841736","ee"
"1985","chr15",85378393,85384627,"promoter","chr15",85400329,85409651,"gene.body",0,"chr15:85378393-85384627_chr15:85400329-85409651","pe"
"1986","chr15",85378393,85384627,"promoter","chr15",85410759,85416001,"gene.body",0,"chr15:85378393-85384627_chr15:85410759-85416001","pe"
"1987","chr15",85378393,85384627,"promoter","chr15",85526284,85529410,"gene.body",0.000930933039762105,"chr15:85378393-85384627_chr15:85526284-85529410","pe"
"1988","chr15",85378393,85384627,"promoter","chr15",85746710,85753539,"terminator",0,"chr15:85378393-85384627_chr15:85746710-85753539","pe"
"1989","chr15",85378393,85384627,"promoter","chr15",85754600,85789942,"promoter",7.22089055216202e-13,"chr15:85378393-85384627_chr15:85754600-85789942","pp"
"1990","chr15",85378393,85384627,"promoter","chr15",85790769,85800492,"promoter",0,"chr15:85378393-85384627_chr15:85790769-85800492","pp"
"1991","chr15",85378393,85384627,"promoter","chr15",85839421,85841736,"distal",8.19229233339769e-08,"chr15:85378393-85384627_chr15:85839421-85841736","pe"
"1992","chr15",85400329,85409651,"gene.body","chr15",85410759,85416001,"gene.body",1.81299419921288e-13,"chr15:85400329-85409651_chr15:85410759-85416001","others"
"1993","chr15",85400329,85409651,"gene.body","chr15",85616859,85625251,"promoter",3.07069925042924e-11,"chr15:85400329-85409651_chr15:85616859-85625251","pe"
"1994","chr15",85400329,85409651,"gene.body","chr15",85746710,85753539,"terminator",2.17901077403937e-07,"chr15:85400329-85409651_chr15:85746710-85753539","others"
"1995","chr15",85400329,85409651,"gene.body","chr15",85754600,85789942,"promoter",5.40195728895299e-05,"chr15:85400329-85409651_chr15:85754600-85789942","pe"
"1996","chr15",85410759,85416001,"gene.body","chr15",85616859,85625251,"promoter",0,"chr15:85410759-85416001_chr15:85616859-85625251","pe"
"1997","chr15",85477874,85484954,"gene.body","chr15",85746710,85753539,"terminator",0.000111396322154622,"chr15:85477874-85484954_chr15:85746710-85753539","others"
"1998","chr15",85574280,85586294,"promoter","chr15",85616859,85625251,"promoter",0.00160777258968647,"chr15:85574280-85586294_chr15:85616859-85625251","pp"
