"","hAstro","U3028"
"chr15:78119925-78133646_chr15:78146654-78152038",1,1
"chr15:78119925-78133646_chr15:78297178-78306292",0,1
"chr15:78119925-78133646_chr15:78327603-78343104",0,1
"chr15:78119925-78133646_chr15:78435674-78441629",0,1
"chr15:78119925-78133646_chr15:78503415-78510287",0,1
"chr15:78119925-78133646_chr15:78538884-78544340",0,1
"chr15:78119925-78133646_chr15:78564373-78567798",0,1
"chr15:78119925-78133646_chr15:78614540-78622818",0,1
"chr15:78146654-78152038_chr15:78297178-78306292",1,1
"chr15:78146654-78152038_chr15:78435674-78441629",1,1
"chr15:78146654-78152038_chr15:78503415-78510287",1,0
"chr15:78146654-78152038_chr15:78538884-78544340",0,1
"chr15:78146654-78152038_chr15:78564373-78567798",1,1
"chr15:78146654-78152038_chr15:78639712-78643121",0,1
"chr15:78146654-78152038_chr15:78799488-78813432",0,1
"chr15:78297178-78306292_chr15:78435674-78441629",1,1
"chr15:78297178-78306292_chr15:78503415-78510287",1,1
"chr15:78297178-78306292_chr15:78538884-78544340",1,1
"chr15:78297178-78306292_chr15:78564373-78567798",0,1
"chr15:78297178-78306292_chr15:78639712-78643121",0,1
"chr15:78297178-78306292_chr15:78869747-78880707",1,0
"chr15:78327603-78343104_chr15:78435674-78441629",0,1
"chr15:78327603-78343104_chr15:78503415-78510287",1,1
"chr15:78327603-78343104_chr15:78614540-78622818",1,1
"chr15:78327603-78343104_chr15:78628864-78635176",1,0
"chr15:78435674-78441629_chr15:78503415-78510287",0,1
"chr15:78435674-78441629_chr15:78538884-78544340",1,1
"chr15:78435674-78441629_chr15:78564373-78567798",0,1
"chr15:78435674-78441629_chr15:78614540-78622818",0,1
"chr15:78435674-78441629_chr15:78799488-78813432",0,1
"chr15:78435674-78441629_chr15:78858502-78862128",0,1
"chr15:78435674-78441629_chr15:78869747-78880707",0,1
"chr15:78503415-78510287_chr15:78538884-78544340",1,1
"chr15:78503415-78510287_chr15:78564373-78567798",0,1
"chr15:78503415-78510287_chr15:78614540-78622818",0,1
"chr15:78503415-78510287_chr15:78799488-78813432",0,1
"chr15:78503415-78510287_chr15:78858502-78862128",0,1
"chr15:78503415-78510287_chr15:78869747-78880707",0,1
"chr15:78538884-78544340_chr15:78564373-78567798",1,1
"chr15:78538884-78544340_chr15:78639712-78643121",1,0
"chr15:78538884-78544340_chr15:78747047-78768899",0,1
"chr15:78538884-78544340_chr15:78799488-78813432",1,1
"chr15:78538884-78544340_chr15:78858502-78862128",1,1
"chr15:78538884-78544340_chr15:78869747-78880707",0,1
"chr15:78538884-78544340_chr15:79913836-79930749",0,1
"chr15:78538884-78544340_chr15:80057615-80065570",0,1
"chr15:78538884-78544340_chr15:80067393-80081433",0,1
"chr15:78564373-78567798_chr15:78614540-78622818",1,1
"chr15:78564373-78567798_chr15:80057615-80065570",0,1
"chr15:78598034-78613935_chr15:78614540-78622818",1,1
"chr15:78598034-78613935_chr15:78799488-78813432",0,1
"chr15:78614540-78622818_chr15:78701649-78716051",1,0
"chr15:78614540-78622818_chr15:78719244-78728307",1,0
"chr15:78614540-78622818_chr15:78747047-78768899",0,1
"chr15:78614540-78622818_chr15:78869747-78880707",1,0
"chr15:78628864-78635176_chr15:78799488-78813432",1,0
"chr15:78747047-78768899_chr15:78869747-78880707",0,1
"chr15:78799488-78813432_chr15:78858502-78862128",0,1
"chr15:78799488-78813432_chr15:78869747-78880707",1,1
"chr15:78799488-78813432_chr15:80057615-80065570",0,1
"chr15:78799488-78813432_chr15:80067393-80081433",0,1
"chr15:78799488-78813432_chr15:80692613-80705240",0,1
"chr15:78858502-78862128_chr15:78869747-78880707",1,1
"chr15:78869747-78880707_chr15:78943332-78952937",0,1
"chr15:78869747-78880707_chr15:79308485-79313676",0,1
"chr15:78869747-78880707_chr15:79894764-79898613",1,0
"chr15:78869747-78880707_chr15:80057615-80065570",0,1
"chr15:78869747-78880707_chr15:80067393-80081433",0,1
"chr15:78869747-78880707_chr15:80150144-80155739",0,1
"chr15:78869747-78880707_chr15:80692613-80705240",1,0
"chr15:79088499-79092825_chr15:79308485-79313676",0,1
"chr15:79308485-79313676_chr15:79430420-79433989",0,1
"chr15:79308485-79313676_chr15:79913836-79930749",1,1
"chr15:79308485-79313676_chr15:80067393-80081433",0,1
"chr15:79308485-79313676_chr15:80150144-80155739",0,1
"chr15:79308485-79313676_chr15:80245065-80253917",0,1
"chr15:79430420-79433989_chr15:79913836-79930749",1,1
"chr15:79430420-79433989_chr15:80057615-80065570",0,1
"chr15:79430420-79433989_chr15:80067393-80081433",0,1
"chr15:79894764-79898613_chr15:79913836-79930749",1,1
"chr15:79894764-79898613_chr15:80057615-80065570",1,1
"chr15:79894764-79898613_chr15:80067393-80081433",0,1
"chr15:79894764-79898613_chr15:80150144-80155739",0,1
"chr15:79894764-79898613_chr15:80245065-80253917",0,1
"chr15:79913836-79930749_chr15:80022260-80037432",0,1
"chr15:79913836-79930749_chr15:80057615-80065570",1,1
"chr15:79913836-79930749_chr15:80067393-80081433",0,1
"chr15:79913836-79930749_chr15:80150144-80155739",1,1
"chr15:79913836-79930749_chr15:80401693-80408147",1,0
"chr15:79913836-79930749_chr15:80776530-80783962",1,0
"chr15:79913836-79930749_chr15:80998142-81006178",0,1
"chr15:80022260-80037432_chr15:80057615-80065570",0,1
"chr15:80022260-80037432_chr15:80150144-80155739",0,1
"chr15:80022260-80037432_chr15:80776530-80783962",0,1
"chr15:80057615-80065570_chr15:80067393-80081433",1,1
"chr15:80057615-80065570_chr15:80150144-80155739",1,1
"chr15:80057615-80065570_chr15:80245065-80253917",0,1
"chr15:80057615-80065570_chr15:80401693-80408147",0,1
"chr15:80057615-80065570_chr15:80776530-80783962",0,1
"chr15:80067393-80081433_chr15:80150144-80155739",0,1
"chr15:80067393-80081433_chr15:80401693-80408147",0,1
"chr15:80067393-80081433_chr15:80692613-80705240",0,1
"chr15:80067393-80081433_chr15:80776530-80783962",0,1
"chr15:80067393-80081433_chr15:82041740-82049861",0,1
"chr15:80150144-80155739_chr15:80401693-80408147",0,1
"chr15:80150144-80155739_chr15:80692613-80705240",0,1
"chr15:80150144-80155739_chr15:80776530-80783962",0,1
"chr15:80245065-80253917_chr15:80401693-80408147",0,1
"chr15:80245065-80253917_chr15:80986711-80991787",0,1
"chr15:80378287-80382194_chr15:80401693-80408147",0,1
"chr15:80378287-80382194_chr15:80692613-80705240",0,1
"chr15:80401693-80408147_chr15:80692613-80705240",1,0
"chr15:80401693-80408147_chr15:80776530-80783962",0,1
"chr15:80401693-80408147_chr15:80998142-81006178",0,1
"chr15:80401693-80408147_chr15:81322216-81326168",0,1
"chr15:80547266-80550366_chr15:80692613-80705240",1,0
"chr15:80604631-80610276_chr15:80692613-80705240",0,1
"chr15:80604631-80610276_chr15:80998142-81006178",0,1
"chr15:80638921-80642177_chr15:80776530-80783962",1,0
"chr15:80692613-80705240_chr15:80776530-80783962",1,1
"chr15:80692613-80705240_chr15:80986711-80991787",0,1
"chr15:80692613-80705240_chr15:80998142-81006178",1,1
"chr15:80692613-80705240_chr15:81322216-81326168",0,1
"chr15:80692613-80705240_chr15:82041740-82049861",0,1
"chr15:80776530-80783962_chr15:80944701-80957353",1,0
"chr15:80776530-80783962_chr15:80986711-80991787",0,1
"chr15:80776530-80783962_chr15:80998142-81006178",0,1
"chr15:80776530-80783962_chr15:81263021-81274379",0,1
"chr15:80838223-80847492_chr15:80998142-81006178",0,1
"chr15:80986711-80991787_chr15:80998142-81006178",1,1
"chr15:80986711-80991787_chr15:81132362-81136398",1,1
"chr15:80986711-80991787_chr15:81322216-81326168",0,1
"chr15:80986711-80991787_chr15:82041740-82049861",0,1
"chr15:80986711-80991787_chr15:82259847-82264734",0,1
"chr15:80986711-80991787_chr15:82747973-82753319",0,1
"chr15:80998142-81006178_chr15:81132362-81136398",0,1
"chr15:80998142-81006178_chr15:81263021-81274379",0,1
"chr15:80998142-81006178_chr15:81322216-81326168",1,0
"chr15:80998142-81006178_chr15:82041740-82049861",1,1
"chr15:81132362-81136398_chr15:81263021-81274379",0,1
"chr15:81132362-81136398_chr15:82259847-82264734",0,1
"chr15:81263021-81274379_chr15:82041740-82049861",0,1
"chr15:81263021-81274379_chr15:82259847-82264734",0,1
"chr15:81322216-81326168_chr15:82041740-82049861",1,1
"chr15:81322216-81326168_chr15:82259847-82264734",1,1
"chr15:81322216-81326168_chr15:83060223-83069299",1,0
"chr15:81876129-81879664_chr15:82041740-82049861",0,1
"chr15:82041740-82049861_chr15:82259847-82264734",0,1
"chr15:82041740-82049861_chr15:82642839-82651135",0,1
"chr15:82041740-82049861_chr15:82807837-82814184",1,1
"chr15:82041740-82049861_chr15:83199619-83211557",0,1
"chr15:82259847-82264734_chr15:82642839-82651135",0,1
"chr15:82259847-82264734_chr15:82807837-82814184",1,0
"chr15:82259847-82264734_chr15:82831052-82838020",0,1
"chr15:82259847-82264734_chr15:83009001-83015855",0,1
"chr15:82259847-82264734_chr15:83199619-83211557",0,1
"chr15:82259847-82264734_chr15:83362871-83374563",0,1
"chr15:82352543-82357520_chr15:82984057-82989071",0,1
"chr15:82352543-82357520_chr15:82996928-83004572",0,1
"chr15:82352543-82357520_chr15:83009001-83015855",0,1
"chr15:82352543-82357520_chr15:83060223-83069299",0,1
"chr15:82439191-82450069_chr15:84417396-84423517",0,1
"chr15:82642839-82651135_chr15:82706963-82719280",1,1
"chr15:82642839-82651135_chr15:82747973-82753319",0,1
"chr15:82642839-82651135_chr15:82807837-82814184",0,1
"chr15:82642839-82651135_chr15:82831052-82838020",0,1
"chr15:82642839-82651135_chr15:82984057-82989071",1,1
"chr15:82642839-82651135_chr15:82996928-83004572",0,1
"chr15:82706963-82719280_chr15:82747973-82753319",1,1
"chr15:82706963-82719280_chr15:82807837-82814184",0,1
"chr15:82706963-82719280_chr15:82831052-82838020",0,1
"chr15:82706963-82719280_chr15:82984057-82989071",0,1
"chr15:82706963-82719280_chr15:82996928-83004572",0,1
"chr15:82706963-82719280_chr15:83009001-83015855",0,1
"chr15:82706963-82719280_chr15:83199619-83211557",0,1
"chr15:82706963-82719280_chr15:84077969-84083981",0,1
"chr15:82706963-82719280_chr15:84417396-84423517",0,1
"chr15:82706963-82719280_chr15:84568341-84572102",0,1
"chr15:82747973-82753319_chr15:82807837-82814184",1,1
"chr15:82747973-82753319_chr15:82831052-82838020",0,1
"chr15:82747973-82753319_chr15:82934436-82954315",0,1
"chr15:82747973-82753319_chr15:82984057-82989071",0,1
"chr15:82747973-82753319_chr15:83009001-83015855",0,1
"chr15:82747973-82753319_chr15:83060223-83069299",0,1
"chr15:82747973-82753319_chr15:83199619-83211557",0,1
"chr15:82807837-82814184_chr15:82831052-82838020",0,1
"chr15:82807837-82814184_chr15:82934436-82954315",0,1
"chr15:82807837-82814184_chr15:82984057-82989071",0,1
"chr15:82807837-82814184_chr15:82996928-83004572",0,1
"chr15:82807837-82814184_chr15:83009001-83015855",1,1
"chr15:82807837-82814184_chr15:83060223-83069299",1,1
"chr15:82807837-82814184_chr15:83199619-83211557",0,1
"chr15:82831052-82838020_chr15:82934436-82954315",0,1
"chr15:82831052-82838020_chr15:82984057-82989071",0,1
"chr15:82831052-82838020_chr15:83009001-83015855",1,0
"chr15:82831052-82838020_chr15:83060223-83069299",0,1
"chr15:82831052-82838020_chr15:83199619-83211557",0,1
"chr15:82934436-82954315_chr15:82984057-82989071",1,1
"chr15:82934436-82954315_chr15:82996928-83004572",0,1
"chr15:82934436-82954315_chr15:83009001-83015855",0,1
"chr15:82934436-82954315_chr15:83060223-83069299",0,1
"chr15:82934436-82954315_chr15:83199619-83211557",0,1
"chr15:82934436-82954315_chr15:84629630-84637973",1,0
"chr15:82984057-82989071_chr15:82996928-83004572",0,1
"chr15:82984057-82989071_chr15:83009001-83015855",1,1
"chr15:82984057-82989071_chr15:83060223-83069299",1,1
"chr15:82984057-82989071_chr15:83199619-83211557",1,0
"chr15:82984057-82989071_chr15:84629630-84637973",0,1
"chr15:82996928-83004572_chr15:83009001-83015855",0,1
"chr15:82996928-83004572_chr15:83060223-83069299",0,1
"chr15:83009001-83015855_chr15:83060223-83069299",1,1
"chr15:83009001-83015855_chr15:83199619-83211557",1,1
"chr15:83009001-83015855_chr15:83236027-83244564",1,0
"chr15:83009001-83015855_chr15:83445581-83449782",0,1
"chr15:83009001-83015855_chr15:84650872-84660084",0,1
"chr15:83009001-83015855_chr15:84711059-84719521",0,1
"chr15:83060223-83069299_chr15:83199619-83211557",1,1
"chr15:83060223-83069299_chr15:83236027-83244564",1,0
"chr15:83060223-83069299_chr15:83247289-83251078",0,1
"chr15:83060223-83069299_chr15:83445581-83449782",0,1
"chr15:83060223-83069299_chr15:84650872-84660084",0,1
"chr15:83104190-83109821_chr15:83199619-83211557",0,1
"chr15:83199619-83211557_chr15:83445581-83449782",0,1
"chr15:83199619-83211557_chr15:84745538-84754240",0,1
"chr15:83221003-83226808_chr15:83362871-83374563",1,0
"chr15:83236027-83244564_chr15:83362871-83374563",1,0
"chr15:83236027-83244564_chr15:83445581-83449782",1,0
"chr15:83247289-83251078_chr15:83362871-83374563",0,1
"chr15:84077969-84083981_chr15:84745538-84754240",0,1
"chr15:84170578-84177405_chr15:84496155-84502267",0,1
"chr15:84170578-84177405_chr15:84568341-84572102",0,1
"chr15:84568341-84572102_chr15:84587124-84589314",0,1
"chr15:84568341-84572102_chr15:84599306-84602962",0,1
"chr15:84568341-84572102_chr15:84629630-84637973",1,1
"chr15:84568341-84572102_chr15:84650872-84660084",0,1
"chr15:84568341-84572102_chr15:84711059-84719521",1,1
"chr15:84568341-84572102_chr15:84745538-84754240",0,1
"chr15:84568341-84572102_chr15:84977810-84987991",0,1
"chr15:84568341-84572102_chr15:85167699-85176527",0,1
"chr15:84568341-84572102_chr15:85229544-85238584",0,1
"chr15:84568341-84572102_chr15:85378393-85384627",0,1
"chr15:84587124-84589314_chr15:84599306-84602962",0,1
"chr15:84587124-84589314_chr15:84629630-84637973",0,1
"chr15:84587124-84589314_chr15:84650872-84660084",0,1
"chr15:84587124-84589314_chr15:84711059-84719521",0,1
"chr15:84587124-84589314_chr15:84745538-84754240",0,1
"chr15:84587124-84589314_chr15:84977810-84987991",0,1
"chr15:84599306-84602962_chr15:84614015-84626631",1,1
"chr15:84599306-84602962_chr15:84629630-84637973",1,1
"chr15:84599306-84602962_chr15:84650872-84660084",1,1
"chr15:84599306-84602962_chr15:84711059-84719521",1,1
"chr15:84599306-84602962_chr15:84745538-84754240",0,1
"chr15:84599306-84602962_chr15:84816346-84818673",1,0
"chr15:84599306-84602962_chr15:84977810-84987991",0,1
"chr15:84599306-84602962_chr15:85161376-85165154",1,1
"chr15:84599306-84602962_chr15:85167699-85176527",1,0
"chr15:84599306-84602962_chr15:85327817-85333643",0,1
"chr15:84614015-84626631_chr15:84629630-84637973",1,1
"chr15:84614015-84626631_chr15:84650872-84660084",1,1
"chr15:84614015-84626631_chr15:84711059-84719521",1,0
"chr15:84629630-84637973_chr15:84650872-84660084",1,1
"chr15:84629630-84637973_chr15:84711059-84719521",1,1
"chr15:84629630-84637973_chr15:84745538-84754240",1,1
"chr15:84629630-84637973_chr15:84816346-84818673",1,0
"chr15:84629630-84637973_chr15:84977810-84987991",0,1
"chr15:84629630-84637973_chr15:85378393-85384627",1,0
"chr15:84650872-84660084_chr15:84711059-84719521",1,1
"chr15:84650872-84660084_chr15:84745538-84754240",1,1
"chr15:84650872-84660084_chr15:84977810-84987991",1,1
"chr15:84650872-84660084_chr15:85167699-85176527",1,0
"chr15:84650872-84660084_chr15:85378393-85384627",0,1
"chr15:84650872-84660084_chr15:85410759-85416001",0,1
"chr15:84711059-84719521_chr15:84745538-84754240",1,1
"chr15:84711059-84719521_chr15:84977810-84987991",0,1
"chr15:84711059-84719521_chr15:85229544-85238584",0,1
"chr15:84711059-84719521_chr15:85296223-85298096",0,1
"chr15:84711059-84719521_chr15:85410759-85416001",0,1
"chr15:84711059-84719521_chr15:85616859-85625251",1,0
"chr15:84711059-84719521_chr15:85746710-85753539",0,1
"chr15:84711059-84719521_chr15:85790769-85800492",0,1
"chr15:84745538-84754240_chr15:84977810-84987991",1,0
"chr15:84745538-84754240_chr15:85229544-85238584",0,1
"chr15:84745538-84754240_chr15:85378393-85384627",0,1
"chr15:84745538-84754240_chr15:85616859-85625251",0,1
"chr15:84954785-84957183_chr15:84977810-84987991",0,1
"chr15:84977810-84987991_chr15:85161376-85165154",0,1
"chr15:84977810-84987991_chr15:85167699-85176527",0,1
"chr15:84977810-84987991_chr15:85327817-85333643",0,1
"chr15:84977810-84987991_chr15:85410759-85416001",0,1
"chr15:84977810-84987991_chr15:85754600-85789942",0,1
"chr15:84977810-84987991_chr15:85790769-85800492",0,1
"chr15:84977810-84987991_chr15:85853293-85856145",0,1
"chr15:85167699-85176527_chr15:85378393-85384627",1,0
"chr15:85229544-85238584_chr15:85327817-85333643",0,1
"chr15:85229544-85238584_chr15:85378393-85384627",0,1
"chr15:85296223-85298096_chr15:85327817-85333643",0,1
"chr15:85296223-85298096_chr15:85378393-85384627",0,1
"chr15:85296223-85298096_chr15:85410759-85416001",0,1
"chr15:85296223-85298096_chr15:85574280-85586294",0,1
"chr15:85296223-85298096_chr15:85705986-85708862",0,1
"chr15:85296223-85298096_chr15:85740174-85744867",0,1
"chr15:85296223-85298096_chr15:85746710-85753539",0,1
"chr15:85296223-85298096_chr15:85790769-85800492",0,1
"chr15:85310425-85313205_chr15:85746710-85753539",0,1
"chr15:85310425-85313205_chr15:85790769-85800492",0,1
"chr15:85327817-85333643_chr15:85378393-85384627",0,1
"chr15:85327817-85333643_chr15:85410759-85416001",0,1
"chr15:85327817-85333643_chr15:85746710-85753539",0,1
"chr15:85327817-85333643_chr15:85790769-85800492",0,1
"chr15:85327817-85333643_chr15:85839421-85841736",0,1
"chr15:85378393-85384627_chr15:85400329-85409651",0,1
"chr15:85378393-85384627_chr15:85410759-85416001",0,1
"chr15:85378393-85384627_chr15:85526284-85529410",0,1
"chr15:85378393-85384627_chr15:85746710-85753539",0,1
"chr15:85378393-85384627_chr15:85754600-85789942",0,1
"chr15:85378393-85384627_chr15:85790769-85800492",0,1
"chr15:85378393-85384627_chr15:85839421-85841736",0,1
"chr15:85400329-85409651_chr15:85410759-85416001",0,1
"chr15:85400329-85409651_chr15:85616859-85625251",0,1
"chr15:85400329-85409651_chr15:85746710-85753539",0,1
"chr15:85400329-85409651_chr15:85754600-85789942",0,1
"chr15:85410759-85416001_chr15:85616859-85625251",0,1
"chr15:85477874-85484954_chr15:85746710-85753539",0,1
"chr15:85574280-85586294_chr15:85616859-85625251",0,1
"chr15:85574280-85586294_chr15:85746710-85753539",0,1
"chr15:85574280-85586294_chr15:85790769-85800492",0,1
"chr15:85616859-85625251_chr15:85754600-85789942",0,1
"chr15:85616859-85625251_chr15:85790769-85800492",0,1
"chr15:85616859-85625251_chr15:85856852-85865452",0,1
"chr15:85705986-85708862_chr15:85839421-85841736",0,1
"chr15:85740174-85744867_chr15:85746710-85753539",0,1
"chr15:85740174-85744867_chr15:85790769-85800492",0,1
"chr15:85740174-85744867_chr15:85853293-85856145",0,1
"chr15:85740174-85744867_chr15:85856852-85865452",0,1
"chr15:85746710-85753539_chr15:85754600-85789942",0,1
"chr15:85746710-85753539_chr15:85790769-85800492",1,1
"chr15:85754600-85789942_chr15:85790769-85800492",0,1
"chr15:85790769-85800492_chr15:85839421-85841736",1,1
"chr15:85790769-85800492_chr15:86892106-86894981",0,1
"chr15:85856852-85865452_chr15:86209756-86221619",0,1
"chr15:86892106-86894981_chr15:88246056-88259388",0,1
"chr15:86915549-86920658_chr15:88246056-88259388",0,1
"chr15:87476354-87479515_chr15:88619988-88627571",1,0
"chr15:88246056-88259388_chr15:88465117-88471187",1,1
"chr15:88246056-88259388_chr15:88619988-88627571",0,1
"chr15:88246056-88259388_chr15:88637502-88641017",0,1
"chr15:88246056-88259388_chr15:90087984-90104757",0,1
"chr15:88465117-88471187_chr15:88537313-88548082",1,1
"chr15:88465117-88471187_chr15:88603198-88609938",1,1
"chr15:88465117-88471187_chr15:88611515-88617046",1,0
"chr15:88465117-88471187_chr15:88619988-88627571",1,1
"chr15:88465117-88471187_chr15:88637502-88641017",0,1
"chr15:88465117-88471187_chr15:88771712-88777323",1,0
"chr15:88465117-88471187_chr15:88890971-88915304",1,1
"chr15:88465117-88471187_chr15:89086636-89097484",0,1
"chr15:88465117-88471187_chr15:89320257-89339481",0,1
"chr15:88537313-88548082_chr15:88603198-88609938",0,1
"chr15:88537313-88548082_chr15:88619988-88627571",1,1
"chr15:88537313-88548082_chr15:88637502-88641017",0,1
"chr15:88537313-88548082_chr15:88703693-88709883",0,1
"chr15:88537313-88548082_chr15:89241747-89247390",0,1
"chr15:88603198-88609938_chr15:88619988-88627571",1,1
"chr15:88603198-88609938_chr15:88703693-88709883",0,1
"chr15:88603198-88609938_chr15:89086636-89097484",0,1
"chr15:88603198-88609938_chr15:89320257-89339481",0,1
"chr15:88611515-88617046_chr15:88890971-88915304",1,0
"chr15:88619988-88627571_chr15:88637502-88641017",0,1
"chr15:88619988-88627571_chr15:88890971-88915304",0,1
"chr15:88619988-88627571_chr15:89086636-89097484",0,1
"chr15:88619988-88627571_chr15:89573567-89580699",0,1
"chr15:88637502-88641017_chr15:88890971-88915304",0,1
"chr15:88637502-88641017_chr15:89086636-89097484",0,1
"chr15:88637502-88641017_chr15:89357278-89373137",0,1
"chr15:88703693-88709883_chr15:88801485-88816275",1,0
"chr15:88703693-88709883_chr15:88852702-88864292",1,0
"chr15:88703693-88709883_chr15:88890971-88915304",0,1
"chr15:88890971-88915304_chr15:89016123-89020934",1,1
"chr15:88890971-88915304_chr15:89024656-89028437",1,0
"chr15:88890971-88915304_chr15:89042750-89051394",1,0
"chr15:88890971-88915304_chr15:89086636-89097484",1,1
"chr15:88890971-88915304_chr15:89110343-89118208",1,0
"chr15:88890971-88915304_chr15:89195432-89200789",0,1
"chr15:88890971-88915304_chr15:89241747-89247390",0,1
"chr15:88890971-88915304_chr15:89320257-89339481",1,0
"chr15:88890971-88915304_chr15:89345057-89352262",0,1
"chr15:88890971-88915304_chr15:89404819-89419490",0,1
"chr15:88890971-88915304_chr15:89688740-89692298",0,1
"chr15:89016123-89020934_chr15:89086636-89097484",0,1
"chr15:89016123-89020934_chr15:89195432-89200789",0,1
"chr15:89016123-89020934_chr15:89206329-89211275",0,1
"chr15:89016123-89020934_chr15:89241747-89247390",0,1
"chr15:89016123-89020934_chr15:89320257-89339481",0,1
"chr15:89024656-89028437_chr15:89394469-89404257",1,0
"chr15:89064323-89069366_chr15:89086636-89097484",1,0
"chr15:89064323-89069366_chr15:89320257-89339481",1,0
"chr15:89086636-89097484_chr15:89195432-89200789",0,1
"chr15:89086636-89097484_chr15:89206329-89211275",0,1
"chr15:89086636-89097484_chr15:89241747-89247390",0,1
"chr15:89086636-89097484_chr15:89320257-89339481",0,1
"chr15:89086636-89097484_chr15:89357278-89373137",0,1
"chr15:89086636-89097484_chr15:89394469-89404257",0,1
"chr15:89086636-89097484_chr15:89573567-89580699",0,1
"chr15:89086636-89097484_chr15:89661164-89668062",0,1
"chr15:89086636-89097484_chr15:90991326-90996989",0,1
"chr15:89195432-89200789_chr15:89241747-89247390",0,1
"chr15:89195432-89200789_chr15:89394469-89404257",0,1
"chr15:89195432-89200789_chr15:89573567-89580699",0,1
"chr15:89206329-89211275_chr15:89241747-89247390",0,1
"chr15:89206329-89211275_chr15:89320257-89339481",0,1
"chr15:89241747-89247390_chr15:89320257-89339481",1,1
"chr15:89241747-89247390_chr15:89357278-89373137",1,1
"chr15:89241747-89247390_chr15:89489512-89507157",0,1
"chr15:89241747-89247390_chr15:89573567-89580699",0,1
"chr15:89241747-89247390_chr15:89637381-89656648",0,1
"chr15:89241747-89247390_chr15:89688740-89692298",0,1
"chr15:89241747-89247390_chr15:90190170-90193955",0,1
"chr15:89320257-89339481_chr15:89345057-89352262",1,1
"chr15:89320257-89339481_chr15:89357278-89373137",1,1
"chr15:89320257-89339481_chr15:89394469-89404257",0,1
"chr15:89320257-89339481_chr15:89429507-89433821",1,1
"chr15:89320257-89339481_chr15:89468329-89488341",0,1
"chr15:89320257-89339481_chr15:89489512-89507157",0,1
"chr15:89320257-89339481_chr15:89573567-89580699",0,1
"chr15:89320257-89339481_chr15:89637381-89656648",0,1
"chr15:89320257-89339481_chr15:89661164-89668062",0,1
"chr15:89320257-89339481_chr15:90901234-90907752",0,1
"chr15:89320257-89339481_chr15:90925477-90937511",0,1
"chr15:89345057-89352262_chr15:89357278-89373137",1,1
"chr15:89345057-89352262_chr15:89468329-89488341",0,1
"chr15:89345057-89352262_chr15:89573567-89580699",0,1
"chr15:89345057-89352262_chr15:89742637-89752385",0,1
"chr15:89357278-89373137_chr15:89376982-89393891",1,0
"chr15:89357278-89373137_chr15:89394469-89404257",1,1
"chr15:89357278-89373137_chr15:89404819-89419490",1,1
"chr15:89357278-89373137_chr15:89429507-89433821",1,1
"chr15:89357278-89373137_chr15:89468329-89488341",1,1
"chr15:89357278-89373137_chr15:89489512-89507157",0,1
"chr15:89357278-89373137_chr15:89537079-89540023",0,1
"chr15:89357278-89373137_chr15:89573567-89580699",1,1
"chr15:89357278-89373137_chr15:89637381-89656648",0,1
"chr15:89357278-89373137_chr15:89661164-89668062",0,1
"chr15:89357278-89373137_chr15:89688740-89692298",0,1
"chr15:89357278-89373137_chr15:89742637-89752385",0,1
"chr15:89357278-89373137_chr15:90256713-90276351",0,1
"chr15:89376982-89393891_chr15:89394469-89404257",1,0
"chr15:89394469-89404257_chr15:89404819-89419490",1,1
"chr15:89394469-89404257_chr15:89429507-89433821",1,1
"chr15:89394469-89404257_chr15:89489512-89507157",0,1
"chr15:89394469-89404257_chr15:89573567-89580699",1,1
"chr15:89394469-89404257_chr15:89637381-89656648",0,1
"chr15:89394469-89404257_chr15:89742637-89752385",0,1
"chr15:89394469-89404257_chr15:90216754-90240418",0,1
"chr15:89394469-89404257_chr15:90901234-90907752",0,1
"chr15:89394469-89404257_chr15:91019682-91029984",0,1
"chr15:89404819-89419490_chr15:89573567-89580699",0,1
"chr15:89429507-89433821_chr15:89573567-89580699",0,1
"chr15:89468329-89488341_chr15:89489512-89507157",1,0
"chr15:89468329-89488341_chr15:89573567-89580699",1,1
"chr15:89489512-89507157_chr15:89573567-89580699",1,1
"chr15:89489512-89507157_chr15:89742637-89752385",1,1
"chr15:89573567-89580699_chr15:89637381-89656648",0,1
"chr15:89573567-89580699_chr15:89688740-89692298",0,1
"chr15:89573567-89580699_chr15:89891761-89896995",0,1
"chr15:89573567-89580699_chr15:90087984-90104757",0,1
"chr15:89573567-89580699_chr15:90183268-90188617",0,1
"chr15:89573567-89580699_chr15:90194861-90204879",0,1
"chr15:89573567-89580699_chr15:90256713-90276351",0,1
"chr15:89573567-89580699_chr15:90901234-90907752",0,1
"chr15:89637381-89656648_chr15:89661164-89668062",0,1
"chr15:89637381-89656648_chr15:89688740-89692298",0,1
"chr15:89637381-89656648_chr15:89742637-89752385",0,1
"chr15:89637381-89656648_chr15:89891761-89896995",1,1
"chr15:89637381-89656648_chr15:89902771-89914087",0,1
"chr15:89637381-89656648_chr15:90247489-90254918",0,1
"chr15:89637381-89656648_chr15:90256713-90276351",0,1
"chr15:89637381-89656648_chr15:90901234-90907752",0,1
"chr15:89661164-89668062_chr15:89688740-89692298",1,1
"chr15:89661164-89668062_chr15:89891761-89896995",0,1
"chr15:89661164-89668062_chr15:90925477-90937511",0,1
"chr15:89688740-89692298_chr15:89742637-89752385",1,1
"chr15:89688740-89692298_chr15:89891761-89896995",0,1
"chr15:89688740-89692298_chr15:89902771-89914087",0,1
