chr.x	start.x	end.x	name	score	value	exp	color	sourceChrom	sourceStart	sourceEnd	sourceName	sourceStrand	targetChrom	targetStart	targetEnd	targetName	targetStrand
192089	chr15	85378393	85384627	Chaitali_2887	1	20	GB.specific	#e31a1c	chr15	85378393	85384627	anchor1	+	chr15	85746710	85753539	anchor2	+
192090	chr15	85378393	85384627	Chaitali_2888	2	11.4346103736871	GB.specific	#e31a1c	chr15	85378393	85384627	anchor1	+	chr15	85754600	85789942	anchor2	+
192091	chr15	85378393	85384627	Chaitali_2889	1	20	GB.specific	#e31a1c	chr15	85378393	85384627	anchor1	+	chr15	85790769	85800492	anchor2	+
192092	chr15	85378393	85384627	Chaitali_2890	1	6.59303171163715	GB.specific	#e31a1c	chr15	85378393	85384627	anchor1	+	chr15	85839421	85841736	anchor2	+
192093	chr15	85400329	85409651	Chaitali_2891	3	12.0186727522629	GB.specific	#e31a1c	chr15	85400329	85409651	anchor1	+	chr15	85410759	85416001	anchor2	+
192095	chr15	85400329	85409651	Chaitali_2892	1	9.86492144516006	GB.specific	#e31a1c	chr15	85400329	85409651	anchor1	+	chr15	85616859	85625251	anchor2	+
192096	chr15	85400329	85409651	Chaitali_2893	1	6.18830765923182	GB.specific	#e31a1c	chr15	85400329	85409651	anchor1	+	chr15	85746710	85753539	anchor2	+
192097	chr15	85400329	85409651	Chaitali_2894	1	3.98930166105115	GB.specific	#e31a1c	chr15	85400329	85409651	anchor1	+	chr15	85754600	85789942	anchor2	+
192099	chr15	85410759	85416001	Chaitali_2895	2	20	GB.specific	#e31a1c	chr15	85410759	85416001	anchor1	+	chr15	85616859	85625251	anchor2	+
192107	chr15	85477874	85484954	Chaitali_2896	1	3.70069736044021	GB.specific	#e31a1c	chr15	85477874	85484954	anchor1	+	chr15	85746710	85753539	anchor2	+
192109	chr15	85574280	85586294	Chaitali_2897	1	2.59589361481111	GB.specific	#e31a1c	chr15	85574280	85586294	anchor1	+	chr15	85616859	85625251	anchor2	+
192111	chr15	85574280	85586294	Chaitali_2898	1	11.1858706325851	GB.specific	#e31a1c	chr15	85574280	85586294	anchor1	+	chr15	85746710	85753539	anchor2	+
192112	chr15	85574280	85586294	Chaitali_2899	2	20	GB.specific	#e31a1c	chr15	85574280	85586294	anchor1	+	chr15	85790769	85800492	anchor2	+
192117	chr15	85616859	85625251	Chaitali_2900	1	4.56290892991896	GB.specific	#e31a1c	chr15	85616859	85625251	anchor1	+	chr15	85754600	85789942	anchor2	+
192118	chr15	85616859	85625251	Chaitali_2901	2	20	GB.specific	#e31a1c	chr15	85616859	85625251	anchor1	+	chr15	85790769	85800492	anchor2	+
192121	chr15	85616859	85625251	Chaitali_2902	1	5.58240424021131	GB.specific	#e31a1c	chr15	85616859	85625251	anchor1	+	chr15	85856852	85865452	anchor2	+
192122	chr15	85705986	85708862	Chaitali_2903	1	2.60698255386989	GB.specific	#e31a1c	chr15	85705986	85708862	anchor1	+	chr15	85839421	85841736	anchor2	+
192124	chr15	85740174	85744867	Chaitali_2904	18	20	GB.specific	#e31a1c	chr15	85740174	85744867	anchor1	+	chr15	85746710	85753539	anchor2	+
192125	chr15	85740174	85744867	Chaitali_2905	12	5.07054513791437	GB.specific	#e31a1c	chr15	85740174	85744867	anchor1	+	chr15	85790769	85800492	anchor2	+
192126	chr15	85740174	85744867	Chaitali_2906	2	3.41077794860564	GB.specific	#e31a1c	chr15	85740174	85744867	anchor1	+	chr15	85853293	85856145	anchor2	+
192127	chr15	85740174	85744867	Chaitali_2907	1	2.25530847953349	GB.specific	#e31a1c	chr15	85740174	85744867	anchor1	+	chr15	85856852	85865452	anchor2	+
192128	chr15	85746710	85753539	Chaitali_2908	6	20	GB.specific	#e31a1c	chr15	85746710	85753539	anchor1	+	chr15	85754600	85789942	anchor2	+
192129	chr15	85746710	85753539	Chaitali_2909	34	20	common	#a0a0a0	chr15	85746710	85753539	anchor1	+	chr15	85790769	85800492	anchor2	+
192132	chr15	85754600	85789942	Chaitali_2910	21	20	GB.specific	#e31a1c	chr15	85754600	85789942	anchor1	+	chr15	85790769	85800492	anchor2	+
192135	chr15	85790769	85800492	Chaitali_2911	9	13.0619420461199	common	#a0a0a0	chr15	85790769	85800492	anchor1	+	chr15	85839421	85841736	anchor2	+
192137	chr15	85790769	85800492	Chaitali_2912	2	4.88857856163798	GB.specific	#e31a1c	chr15	85790769	85800492	anchor1	+	chr15	86892106	86894981	anchor2	+
192139	chr15	85856852	85865452	Chaitali_2913	1	13.8777147123306	GB.specific	#e31a1c	chr15	85856852	85865452	anchor1	+	chr15	86209756	86221619	anchor2	+
192151	chr15	86892106	86894981	Chaitali_2914	1	5.03687630652961	GB.specific	#e31a1c	chr15	86892106	86894981	anchor1	+	chr15	88246056	88259388	anchor2	+
192153	chr15	86915549	86920658	Chaitali_2915	2	20	GB.specific	#e31a1c	chr15	86915549	86920658	anchor1	+	chr15	88246056	88259388	anchor2	+
192162	chr15	87476354	87479515	Chaitali_2916	1	4.91313205144703	hAstro.specific	#1f78b4	chr15	87476354	87479515	anchor1	+	chr15	88619988	88627571	anchor2	+
192187	chr15	88246056	88259388	Chaitali_2917	4	20	common	#a0a0a0	chr15	88246056	88259388	anchor1	+	chr15	88465117	88471187	anchor2	+
192190	chr15	88246056	88259388	Chaitali_2918	2	20	GB.specific	#e31a1c	chr15	88246056	88259388	anchor1	+	chr15	88619988	88627571	anchor2	+
192191	chr15	88246056	88259388	Chaitali_2919	1	14.1708482271485	GB.specific	#e31a1c	chr15	88246056	88259388	anchor1	+	chr15	88637502	88641017	anchor2	+
192194	chr15	88246056	88259388	Chaitali_2920	1	5.25461256158797	GB.specific	#e31a1c	chr15	88246056	88259388	anchor1	+	chr15	90087984	90104757	anchor2	+
192200	chr15	88465117	88471187	Chaitali_2921	4	20	common	#a0a0a0	chr15	88465117	88471187	anchor1	+	chr15	88537313	88548082	anchor2	+
192201	chr15	88465117	88471187	Chaitali_2922	7	20	common	#a0a0a0	chr15	88465117	88471187	anchor1	+	chr15	88603198	88609938	anchor2	+
192202	chr15	88465117	88471187	Chaitali_2923	1	2.80982003980464	hAstro.specific	#1f78b4	chr15	88465117	88471187	anchor1	+	chr15	88611515	88617046	anchor2	+
192203	chr15	88465117	88471187	Chaitali_2924	14	20	common	#a0a0a0	chr15	88465117	88471187	anchor1	+	chr15	88619988	88627571	anchor2	+
192204	chr15	88465117	88471187	Chaitali_2925	9	20	GB.specific	#e31a1c	chr15	88465117	88471187	anchor1	+	chr15	88637502	88641017	anchor2	+
192208	chr15	88465117	88471187	Chaitali_2926	2	3.83592713409572	hAstro.specific	#1f78b4	chr15	88465117	88471187	anchor1	+	chr15	88771712	88777323	anchor2	+
192211	chr15	88465117	88471187	Chaitali_2927	3	20	common	#a0a0a0	chr15	88465117	88471187	anchor1	+	chr15	88890971	88915304	anchor2	+
192215	chr15	88465117	88471187	Chaitali_2928	1	20	GB.specific	#e31a1c	chr15	88465117	88471187	anchor1	+	chr15	89086636	89097484	anchor2	+
192218	chr15	88465117	88471187	Chaitali_2929	1	10.2472862648117	GB.specific	#e31a1c	chr15	88465117	88471187	anchor1	+	chr15	89320257	89339481	anchor2	+
192224	chr15	88537313	88548082	Chaitali_2930	4	14.463873374874	GB.specific	#e31a1c	chr15	88537313	88548082	anchor1	+	chr15	88603198	88609938	anchor2	+
192225	chr15	88537313	88548082	Chaitali_2931	6	20	common	#a0a0a0	chr15	88537313	88548082	anchor1	+	chr15	88619988	88627571	anchor2	+
192226	chr15	88537313	88548082	Chaitali_2932	1	20	GB.specific	#e31a1c	chr15	88537313	88548082	anchor1	+	chr15	88637502	88641017	anchor2	+
192230	chr15	88537313	88548082	Chaitali_2933	1	6.77213317492639	GB.specific	#e31a1c	chr15	88537313	88548082	anchor1	+	chr15	88703693	88709883	anchor2	+
192237	chr15	88537313	88548082	Chaitali_2934	1	7.1395747502255	GB.specific	#e31a1c	chr15	88537313	88548082	anchor1	+	chr15	89241747	89247390	anchor2	+
192244	chr15	88603198	88609938	Chaitali_2935	14	20	common	#a0a0a0	chr15	88603198	88609938	anchor1	+	chr15	88619988	88627571	anchor2	+
192245	chr15	88603198	88609938	Chaitali_2936	2	5.72933443083043	GB.specific	#e31a1c	chr15	88603198	88609938	anchor1	+	chr15	88703693	88709883	anchor2	+
192250	chr15	88603198	88609938	Chaitali_2937	2	14.8542944607864	GB.specific	#e31a1c	chr15	88603198	88609938	anchor1	+	chr15	89086636	89097484	anchor2	+
192251	chr15	88603198	88609938	Chaitali_2938	1	12.8630811126812	GB.specific	#e31a1c	chr15	88603198	88609938	anchor1	+	chr15	89320257	89339481	anchor2	+
192254	chr15	88611515	88617046	Chaitali_2939	1	8.23626132968073	hAstro.specific	#1f78b4	chr15	88611515	88617046	anchor1	+	chr15	88890971	88915304	anchor2	+
192255	chr15	88619988	88627571	Chaitali_2940	14	20	GB.specific	#e31a1c	chr15	88619988	88627571	anchor1	+	chr15	88637502	88641017	anchor2	+
192262	chr15	88619988	88627571	Chaitali_2941	2	20	GB.specific	#e31a1c	chr15	88619988	88627571	anchor1	+	chr15	88890971	88915304	anchor2	+
192267	chr15	88619988	88627571	Chaitali_2942	2	20	GB.specific	#e31a1c	chr15	88619988	88627571	anchor1	+	chr15	89086636	89097484	anchor2	+
192275	chr15	88619988	88627571	Chaitali_2943	2	20	GB.specific	#e31a1c	chr15	88619988	88627571	anchor1	+	chr15	89573567	89580699	anchor2	+
192281	chr15	88637502	88641017	Chaitali_2944	3	20	GB.specific	#e31a1c	chr15	88637502	88641017	anchor1	+	chr15	88890971	88915304	anchor2	+
192284	chr15	88637502	88641017	Chaitali_2945	1	20	GB.specific	#e31a1c	chr15	88637502	88641017	anchor1	+	chr15	89086636	89097484	anchor2	+
192287	chr15	88637502	88641017	Chaitali_2946	1	4.5702111046593	GB.specific	#e31a1c	chr15	88637502	88641017	anchor1	+	chr15	89357278	89373137	anchor2	+
192305	chr15	88703693	88709883	Chaitali_2947	1	9.11070902220485	hAstro.specific	#1f78b4	chr15	88703693	88709883	anchor1	+	chr15	88801485	88816275	anchor2	+
192307	chr15	88703693	88709883	Chaitali_2948	1	6.48001168735152	hAstro.specific	#1f78b4	chr15	88703693	88709883	anchor1	+	chr15	88852702	88864292	anchor2	+
192308	chr15	88703693	88709883	Chaitali_2949	1	7.32551176645918	GB.specific	#e31a1c	chr15	88703693	88709883	anchor1	+	chr15	88890971	88915304	anchor2	+
192330	chr15	88890971	88915304	Chaitali_2950	5	20	common	#a0a0a0	chr15	88890971	88915304	anchor1	+	chr15	89016123	89020934	anchor2	+
192331	chr15	88890971	88915304	Chaitali_2951	1	7.23434961376683	hAstro.specific	#1f78b4	chr15	88890971	88915304	anchor1	+	chr15	89024656	89028437	anchor2	+
192332	chr15	88890971	88915304	Chaitali_2952	2	2.78800807307977	hAstro.specific	#1f78b4	chr15	88890971	88915304	anchor1	+	chr15	89042750	89051394	anchor2	+
192334	chr15	88890971	88915304	Chaitali_2953	8	20	common	#a0a0a0	chr15	88890971	88915304	anchor1	+	chr15	89086636	89097484	anchor2	+
192336	chr15	88890971	88915304	Chaitali_2954	1	9.80862976834826	hAstro.specific	#1f78b4	chr15	88890971	88915304	anchor1	+	chr15	89110343	89118208	anchor2	+
192340	chr15	88890971	88915304	Chaitali_2955	1	20	GB.specific	#e31a1c	chr15	88890971	88915304	anchor1	+	chr15	89195432	89200789	anchor2	+
192342	chr15	88890971	88915304	Chaitali_2956	2	20	GB.specific	#e31a1c	chr15	88890971	88915304	anchor1	+	chr15	89241747	89247390	anchor2	+
192343	chr15	88890971	88915304	Chaitali_2957	1	20	hAstro.specific	#1f78b4	chr15	88890971	88915304	anchor1	+	chr15	89320257	89339481	anchor2	+
192344	chr15	88890971	88915304	Chaitali_2958	1	4.18321511605089	GB.specific	#e31a1c	chr15	88890971	88915304	anchor1	+	chr15	89345057	89352262	anchor2	+
192348	chr15	88890971	88915304	Chaitali_2959	1	4.29565020985661	GB.specific	#e31a1c	chr15	88890971	88915304	anchor1	+	chr15	89404819	89419490	anchor2	+
192351	chr15	88890971	88915304	Chaitali_2960	1	4.62958478228172	GB.specific	#e31a1c	chr15	88890971	88915304	anchor1	+	chr15	89688740	89692298	anchor2	+
192357	chr15	89016123	89020934	Chaitali_2961	3	2.94749377934746	GB.specific	#e31a1c	chr15	89016123	89020934	anchor1	+	chr15	89086636	89097484	anchor2	+
192358	chr15	89016123	89020934	Chaitali_2962	2	11.4562263508342	GB.specific	#e31a1c	chr15	89016123	89020934	anchor1	+	chr15	89195432	89200789	anchor2	+
192359	chr15	89016123	89020934	Chaitali_2963	1	3.25778863748746	GB.specific	#e31a1c	chr15	89016123	89020934	anchor1	+	chr15	89206329	89211275	anchor2	+
192360	chr15	89016123	89020934	Chaitali_2964	1	20	GB.specific	#e31a1c	chr15	89016123	89020934	anchor1	+	chr15	89241747	89247390	anchor2	+
192361	chr15	89016123	89020934	Chaitali_2965	1	10.9141104886274	GB.specific	#e31a1c	chr15	89016123	89020934	anchor1	+	chr15	89320257	89339481	anchor2	+
192364	chr15	89024656	89028437	Chaitali_2966	1	4.01569059703585	hAstro.specific	#1f78b4	chr15	89024656	89028437	anchor1	+	chr15	89394469	89404257	anchor2	+
192369	chr15	89064323	89069366	Chaitali_2967	1	11.4396632890145	hAstro.specific	#1f78b4	chr15	89064323	89069366	anchor1	+	chr15	89086636	89097484	anchor2	+
192371	chr15	89064323	89069366	Chaitali_2968	1	5.76136913456825	hAstro.specific	#1f78b4	chr15	89064323	89069366	anchor1	+	chr15	89320257	89339481	anchor2	+
192374	chr15	89086636	89097484	Chaitali_2969	3	20	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89195432	89200789	anchor2	+
192375	chr15	89086636	89097484	Chaitali_2970	3	8.41515707250365	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89206329	89211275	anchor2	+
192377	chr15	89086636	89097484	Chaitali_2971	4	20	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89241747	89247390	anchor2	+
192378	chr15	89086636	89097484	Chaitali_2972	2	20	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89320257	89339481	anchor2	+
192379	chr15	89086636	89097484	Chaitali_2973	1	20	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89357278	89373137	anchor2	+
192381	chr15	89086636	89097484	Chaitali_2974	1	20	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89394469	89404257	anchor2	+
192382	chr15	89086636	89097484	Chaitali_2975	2	14.8542944607864	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89573567	89580699	anchor2	+
192384	chr15	89086636	89097484	Chaitali_2976	1	6.88145307953758	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	89661164	89668062	anchor2	+
192389	chr15	89086636	89097484	Chaitali_2977	1	8.34830861282668	GB.specific	#e31a1c	chr15	89086636	89097484	anchor1	+	chr15	90991326	90996989	anchor2	+
192398	chr15	89195432	89200789	Chaitali_2978	8	8.99737774188023	GB.specific	#e31a1c	chr15	89195432	89200789	anchor1	+	chr15	89241747	89247390	anchor2	+
192401	chr15	89195432	89200789	Chaitali_2979	1	5.2500529634902	GB.specific	#e31a1c	chr15	89195432	89200789	anchor1	+	chr15	89394469	89404257	anchor2	+
192402	chr15	89195432	89200789	Chaitali_2980	2	8.77973117717495	GB.specific	#e31a1c	chr15	89195432	89200789	anchor1	+	chr15	89573567	89580699	anchor2	+
192403	chr15	89206329	89211275	Chaitali_2981	8	20	GB.specific	#e31a1c	chr15	89206329	89211275	anchor1	+	chr15	89241747	89247390	anchor2	+
192404	chr15	89206329	89211275	Chaitali_2982	1	20	GB.specific	#e31a1c	chr15	89206329	89211275	anchor1	+	chr15	89320257	89339481	anchor2	+
192411	chr15	89241747	89247390	Chaitali_2983	2	14.8542944607864	common	#a0a0a0	chr15	89241747	89247390	anchor1	+	chr15	89320257	89339481	anchor2	+
192412	chr15	89241747	89247390	Chaitali_2984	2	20	common	#a0a0a0	chr15	89241747	89247390	anchor1	+	chr15	89357278	89373137	anchor2	+
192415	chr15	89241747	89247390	Chaitali_2985	2	3.64052010074539	GB.specific	#e31a1c	chr15	89241747	89247390	anchor1	+	chr15	89489512	89507157	anchor2	+
192416	chr15	89241747	89247390	Chaitali_2986	3	20	GB.specific	#e31a1c	chr15	89241747	89247390	anchor1	+	chr15	89573567	89580699	anchor2	+
192417	chr15	89241747	89247390	Chaitali_2987	2	11.5720488828732	GB.specific	#e31a1c	chr15	89241747	89247390	anchor1	+	chr15	89637381	89656648	anchor2	+
192418	chr15	89241747	89247390	Chaitali_2988	1	4.17245377747937	GB.specific	#e31a1c	chr15	89241747	89247390	anchor1	+	chr15	89688740	89692298	anchor2	+
192420	chr15	89241747	89247390	Chaitali_2989	1	4.77217172093352	GB.specific	#e31a1c	chr15	89241747	89247390	anchor1	+	chr15	90190170	90193955	anchor2	+
192423	chr15	89320257	89339481	Chaitali_2990	10	6.23416744863587	common	#a0a0a0	chr15	89320257	89339481	anchor1	+	chr15	89345057	89352262	anchor2	+
192424	chr15	89320257	89339481	Chaitali_2991	11	20	common	#a0a0a0	chr15	89320257	89339481	anchor1	+	chr15	89357278	89373137	anchor2	+
192425	chr15	89320257	89339481	Chaitali_2992	7	20	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89394469	89404257	anchor2	+
192426	chr15	89320257	89339481	Chaitali_2993	4	20	common	#a0a0a0	chr15	89320257	89339481	anchor1	+	chr15	89429507	89433821	anchor2	+
192428	chr15	89320257	89339481	Chaitali_2994	1	20	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89468329	89488341	anchor2	+
192429	chr15	89320257	89339481	Chaitali_2995	1	20	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89489512	89507157	anchor2	+
192432	chr15	89320257	89339481	Chaitali_2996	6	20	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89573567	89580699	anchor2	+
192434	chr15	89320257	89339481	Chaitali_2997	3	20	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89637381	89656648	anchor2	+
192435	chr15	89320257	89339481	Chaitali_2998	1	8.56550377412991	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	89661164	89668062	anchor2	+
192443	chr15	89320257	89339481	Chaitali_2999	1	11.2186170760473	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	90901234	90907752	anchor2	+
192444	chr15	89320257	89339481	Chaitali_3000	2	8.10713292920884	GB.specific	#e31a1c	chr15	89320257	89339481	anchor1	+	chr15	90925477	90937511	anchor2	+
192449	chr15	89345057	89352262	Chaitali_3001	10	4.18199133373404	common	#a0a0a0	chr15	89345057	89352262	anchor1	+	chr15	89357278	89373137	anchor2	+
192451	chr15	89345057	89352262	Chaitali_3002	1	5.77563892694171	GB.specific	#e31a1c	chr15	89345057	89352262	anchor1	+	chr15	89468329	89488341	anchor2	+
192454	chr15	89345057	89352262	Chaitali_3003	1	3.49974904545066	GB.specific	#e31a1c	chr15	89345057	89352262	anchor1	+	chr15	89573567	89580699	anchor2	+
192455	chr15	89345057	89352262	Chaitali_3004	2	4.07294244928862	GB.specific	#e31a1c	chr15	89345057	89352262	anchor1	+	chr15	89742637	89752385	anchor2	+
192456	chr15	89357278	89373137	Chaitali_3005	16	20	hAstro.specific	#1f78b4	chr15	89357278	89373137	anchor1	+	chr15	89376982	89393891	anchor2	+
192457	chr15	89357278	89373137	Chaitali_3006	59	20	common	#a0a0a0	chr15	89357278	89373137	anchor1	+	chr15	89394469	89404257	anchor2	+
192458	chr15	89357278	89373137	Chaitali_3007	24	20	common	#a0a0a0	chr15	89357278	89373137	anchor1	+	chr15	89404819	89419490	anchor2	+
192459	chr15	89357278	89373137	Chaitali_3008	20	20	common	#a0a0a0	chr15	89357278	89373137	anchor1	+	chr15	89429507	89433821	anchor2	+
192460	chr15	89357278	89373137	Chaitali_3009	5	20	common	#a0a0a0	chr15	89357278	89373137	anchor1	+	chr15	89468329	89488341	anchor2	+
192461	chr15	89357278	89373137	Chaitali_3010	1	13.7832499995145	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89489512	89507157	anchor2	+
192462	chr15	89357278	89373137	Chaitali_3011	1	3.12719344129558	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89537079	89540023	anchor2	+
192466	chr15	89357278	89373137	Chaitali_3012	6	20	common	#a0a0a0	chr15	89357278	89373137	anchor1	+	chr15	89573567	89580699	anchor2	+
192467	chr15	89357278	89373137	Chaitali_3013	1	20	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89637381	89656648	anchor2	+
192468	chr15	89357278	89373137	Chaitali_3014	1	20	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89661164	89668062	anchor2	+
192469	chr15	89357278	89373137	Chaitali_3015	2	20	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89688740	89692298	anchor2	+
192470	chr15	89357278	89373137	Chaitali_3016	1	20	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	89742637	89752385	anchor2	+
192478	chr15	89357278	89373137	Chaitali_3017	1	4.73671244717729	GB.specific	#e31a1c	chr15	89357278	89373137	anchor1	+	chr15	90256713	90276351	anchor2	+
192480	chr15	89376982	89393891	Chaitali_3018	1	20	hAstro.specific	#1f78b4	chr15	89376982	89393891	anchor1	+	chr15	89394469	89404257	anchor2	+
192483	chr15	89394469	89404257	Chaitali_3019	28	20	common	#a0a0a0	chr15	89394469	89404257	anchor1	+	chr15	89404819	89419490	anchor2	+
192484	chr15	89394469	89404257	Chaitali_3020	3	20	common	#a0a0a0	chr15	89394469	89404257	anchor1	+	chr15	89429507	89433821	anchor2	+
192485	chr15	89394469	89404257	Chaitali_3021	2	7.8234952074025	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	89489512	89507157	anchor2	+
192487	chr15	89394469	89404257	Chaitali_3022	4	20	common	#a0a0a0	chr15	89394469	89404257	anchor1	+	chr15	89573567	89580699	anchor2	+
192488	chr15	89394469	89404257	Chaitali_3023	1	20	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	89637381	89656648	anchor2	+
192490	chr15	89394469	89404257	Chaitali_3024	1	6.14152479815978	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	89742637	89752385	anchor2	+
192497	chr15	89394469	89404257	Chaitali_3025	1	4.64521839616132	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	90216754	90240418	anchor2	+
192498	chr15	89394469	89404257	Chaitali_3026	2	5.09865459684052	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	90901234	90907752	anchor2	+
192500	chr15	89394469	89404257	Chaitali_3027	1	5.17520667708918	GB.specific	#e31a1c	chr15	89394469	89404257	anchor1	+	chr15	91019682	91029984	anchor2	+
192502	chr15	89404819	89419490	Chaitali_3028	1	6.77090294440601	GB.specific	#e31a1c	chr15	89404819	89419490	anchor1	+	chr15	89573567	89580699	anchor2	+
192504	chr15	89429507	89433821	Chaitali_3029	1	14.3875043685139	GB.specific	#e31a1c	chr15	89429507	89433821	anchor1	+	chr15	89573567	89580699	anchor2	+
192513	chr15	89468329	89488341	Chaitali_3030	1	4.34213933298882	hAstro.specific	#1f78b4	chr15	89468329	89488341	anchor1	+	chr15	89489512	89507157	anchor2	+
192514	chr15	89468329	89488341	Chaitali_3031	3	7.73217642053578	common	#a0a0a0	chr15	89468329	89488341	anchor1	+	chr15	89573567	89580699	anchor2	+
192516	chr15	89489512	89507157	Chaitali_3032	3	2.12062096897164	common	#a0a0a0	chr15	89489512	89507157	anchor1	+	chr15	89573567	89580699	anchor2	+
192520	chr15	89489512	89507157	Chaitali_3033	2	3.60781199799442	common	#a0a0a0	chr15	89489512	89507157	anchor1	+	chr15	89742637	89752385	anchor2	+
192523	chr15	89573567	89580699	Chaitali_3034	2	10.0976809081773	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	89637381	89656648	anchor2	+
192524	chr15	89573567	89580699	Chaitali_3035	2	20	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	89688740	89692298	anchor2	+
192527	chr15	89573567	89580699	Chaitali_3036	1	20	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	89891761	89896995	anchor2	+
192531	chr15	89573567	89580699	Chaitali_3037	2	12.0670947137106	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	90087984	90104757	anchor2	+
192534	chr15	89573567	89580699	Chaitali_3038	1	12.467992824561	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	90183268	90188617	anchor2	+
192535	chr15	89573567	89580699	Chaitali_3039	1	9.61620765492347	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	90194861	90204879	anchor2	+
192538	chr15	89573567	89580699	Chaitali_3040	1	9.85088622658538	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	90256713	90276351	anchor2	+
192541	chr15	89573567	89580699	Chaitali_3041	1	7.85571605551492	GB.specific	#e31a1c	chr15	89573567	89580699	anchor1	+	chr15	90901234	90907752	anchor2	+
192546	chr15	89637381	89656648	Chaitali_3042	9	20	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	89661164	89668062	anchor2	+
192547	chr15	89637381	89656648	Chaitali_3043	9	20	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	89688740	89692298	anchor2	+
192548	chr15	89637381	89656648	Chaitali_3044	5	20	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	89742637	89752385	anchor2	+
192553	chr15	89637381	89656648	Chaitali_3045	2	20	common	#a0a0a0	chr15	89637381	89656648	anchor1	+	chr15	89891761	89896995	anchor2	+
192554	chr15	89637381	89656648	Chaitali_3046	1	20	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	89902771	89914087	anchor2	+
192559	chr15	89637381	89656648	Chaitali_3047	1	6.95033798734924	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	90247489	90254918	anchor2	+
192560	chr15	89637381	89656648	Chaitali_3048	1	20	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	90256713	90276351	anchor2	+
192565	chr15	89637381	89656648	Chaitali_3049	1	14.0284775625909	GB.specific	#e31a1c	chr15	89637381	89656648	anchor1	+	chr15	90901234	90907752	anchor2	+
192567	chr15	89661164	89668062	Chaitali_3050	12	10.0877313881695	common	#a0a0a0	chr15	89661164	89668062	anchor1	+	chr15	89688740	89692298	anchor2	+
192569	chr15	89661164	89668062	Chaitali_3051	1	3.52699448322011	GB.specific	#e31a1c	chr15	89661164	89668062	anchor1	+	chr15	89891761	89896995	anchor2	+
192575	chr15	89661164	89668062	Chaitali_3052	1	4.98670405261645	GB.specific	#e31a1c	chr15	89661164	89668062	anchor1	+	chr15	90925477	90937511	anchor2	+
192577	chr15	89688740	89692298	Chaitali_3053	3	6.45367936527767	common	#a0a0a0	chr15	89688740	89692298	anchor1	+	chr15	89742637	89752385	anchor2	+
192579	chr15	89688740	89692298	Chaitali_3054	1	20	GB.specific	#e31a1c	chr15	89688740	89692298	anchor1	+	chr15	89891761	89896995	anchor2	+
192580	chr15	89688740	89692298	Chaitali_3055	3	9.88246075232663	GB.specific	#e31a1c	chr15	89688740	89692298	anchor1	+	chr15	89902771	89914087	anchor2	+
